Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,EAD*R,Loss,Expected Values
9202,16.39,24.71%,0.0056,4.049969,12.340031,0.069104174
9203,12.76,13.22%,0.0072,1.686872,11.073128,0.079726522
9204,4.37,22.88%,0.0078,0.999856,3.370144,0.026287123
9205,5.73,36.61%,0.0056,2.097753,3.632247,0.020340583
9206,18.81,30.47%,0.0017,5.731407,13.078593,0.022233608
9207,9.61,27.84%,0.0059,2.675424,6.934576,0.040913998
9208,24.12,31.38%,0.0084,7.568856,16.551144,0.13902961
9209,23.03,28.58%,0.0015,6.581974,16.448026,0.024672039
9210,16.37,36.56%,0.0055,5.984872,10.385128,0.057118204
9211,3.84,31.75%,0.0056,1.2192,2.6208,0.01467648
9212,3.9,11.19%,0.0088,0.43641,3.46359,0.030479592
9213,23.76,21.15%,0.0097,5.02524,18.73476,0.181727172
9214,14.2,29.72%,0.0065,4.22024,9.97976,0.06486844
9215,6.99,35.13%,0.0011,2.455587,4.534413,0.004987854
9216,15.01,25.39%,0.0092,3.811039,11.198961,0.103030441
9217,20.2,13.63%,0.0019,2.75326,17.44674,0.033148806
9218,6.08,33.39%,0.0044,2.030112,4.049888,0.017819507
9219,2.13,12.96%,0.0004,0.276048,1.853952,0.000741581
9220,12.06,33.15%,0.0051,3.99789,8.06211,0.041116761
9221,6.99,14.13%,0.0096,0.987687,6.002313,0.057622205
9222,1.84,3.34%,0.002,0.061456,1.778544,0.003557088
9223,2.63,29.41%,0.0027,0.773483,1.856517,0.005012596
9224,22.48,23.65%,0.0035,5.31652,17.16348,0.06007218
9225,13.39,17.84%,0.0055,2.388776,11.001224,0.060506732
9226,11.95,1.03%,0.0047,0.123085,11.826915,0.055586501
9227,1.07,25.21%,0.0021,0.269747,0.800253,0.001680531
9228,24.1,9.92%,0.0063,2.39072,21.70928,0.136768464
9229,19.34,13.17%,0.0037,2.547078,16.792922,0.062133811
9230,5.09,12.43%,0.0099,0.632687,4.457313,0.044127399
9231,0.17,30.65%,0.0013,0.052105,0.117895,0.000153264
9232,12.05,12.40%,0.002,1.4942,10.5558,0.0211116
9233,10.39,36.57%,0.0022,3.799623,6.590377,0.014498829
9234,11.4,13.65%,0.0028,1.5561,9.8439,0.02756292
9235,7.27,37.61%,0.0011,2.734247,4.535753,0.004989328
9236,14.67,11.69%,0.0034,1.714923,12.955077,0.044047262
9237,7.27,23.98%,0.0015,1.743346,5.526654,0.008289981
9238,17.63,22.14%,0.0066,3.903282,13.726718,0.090596339
9239,0.09,38.95%,0.004,0.035055,0.054945,0.00021978
9240,4.38,1.53%,0.0079,0.067014,4.312986,0.034072589
9241,21.81,11.62%,0.0061,2.534322,19.275678,0.117581636
9242,16.75,10.09%,0.0064,1.690075,15.059925,0.09638352
9243,19.16,9.82%,0.0004,1.881512,17.278488,0.006911395
9244,5.4,13.36%,0.0019,0.72144,4.67856,0.008889264
9245,8.35,12.94%,0.002,1.08049,7.26951,0.01453902
9246,14.94,1.46%,0.0049,0.218124,14.721876,0.072137192
9247,4.84,28.15%,0.0054,1.36246,3.47754,0.018778716
9248,18.86,21.84%,0.0053,4.119024,14.740976,0.078127173
9249,3.84,21.05%,0.0058,0.80832,3.03168,0.017583744
9250,11.97,29.39%,0.0067,3.517983,8.452017,0.056628514
9251,10.54,15.67%,0.0042,1.651618,8.888382,0.037331204
9252,18.94,35.06%,0.0074,6.640364,12.299636,0.091017306
9253,20.36,36.01%,0.0016,7.331636,13.028364,0.020845382
9254,4.68,7.07%,0.0013,0.330876,4.349124,0.005653861
9255,3.14,0.39%,0.0065,0.012246,3.127754,0.020330401
9256,5.92,36.53%,0.0044,2.162576,3.757424,0.016532666
9257,2.85,37.82%,0.0049,1.07787,1.77213,0.008683437
9258,20.38,2.55%,0.0072,0.51969,19.86031,0.142994232
9259,19.59,37.79%,0.0099,7.403061,12.186939,0.120650696
9260,21.12,8.37%,0.0007,1.767744,19.352256,0.013546579
9261,4.97,5.22%,0.0052,0.259434,4.710566,0.024494943
9262,14.31,15.64%,0.0001,2.238084,12.071916,0.001207192
9263,12.54,31.36%,0.0086,3.932544,8.607456,0.074024122
9264,6.28,32.33%,0.0072,2.030324,4.249676,0.030597667
9265,18.43,33.59%,0.0031,6.190637,12.239363,0.037942025
9266,18.5,26.55%,0.0028,4.91175,13.58825,0.0380471
9267,15.42,23.26%,0.0065,3.586692,11.833308,0.076916502
9268,6.06,19.16%,0.0071,1.161096,4.898904,0.034782218
9269,22.6,35.92%,0.0066,8.11792,14.48208,0.095581728
9270,20.34,15.69%,0.0084,3.191346,17.148654,0.144048694
9271,9.1,17.83%,0.0053,1.62253,7.47747,0.039630591
9272,7.94,20.43%,0.0036,1.622142,6.317858,0.022744289
9273,3.93,5.38%,0.0005,0.211434,3.718566,0.001859283
9274,22.33,34.89%,0.0091,7.790937,14.539063,0.132305473
9275,9.48,2.42%,0.0082,0.229416,9.250584,0.075854789
9276,9.83,4.10%,0.0031,0.40303,9.42697,0.029223607
9277,9.84,25.67%,0.0064,2.525928,7.314072,0.046810061
9278,22.97,35.71%,0.0068,8.202587,14.767413,0.100418408
9279,9.87,14.84%,0.0023,1.464708,8.405292,0.019332172
9280,1.04,7.04%,0.0041,0.073216,0.966784,0.003963814
9281,12.14,12.95%,0.0037,1.57213,10.56787,0.039101119
9282,8.79,24.81%,0.0079,2.180799,6.609201,0.052212688
9283,12,14.95%,0.0035,1.794,10.206,0.035721
9284,19.45,20.00%,0.0015,3.89,15.56,0.02334
9285,6.71,12.44%,0.01,0.834724,5.875276,0.05875276
9286,21.33,13.28%,0.0028,2.832624,18.497376,0.051792653
9287,19.65,5.70%,0.0024,1.12005,18.52995,0.04447188
9288,14.62,31.46%,0.0049,4.599452,10.020548,0.049100685
9289,10.71,4.45%,0.0037,0.476595,10.233405,0.037863599
9290,9.77,19.97%,0.0071,1.951069,7.818931,0.05551441
9291,22.27,32.85%,0.0018,7.315695,14.954305,0.026917749
9292,7.24,16.55%,0.0007,1.19822,6.04178,0.004229246
9293,17.75,2.47%,0.0044,0.438425,17.311575,0.07617093
9294,13.53,36.43%,0.0091,4.928979,8.601021,0.078269291
9295,2.91,33.07%,0.0093,0.962337,1.947663,0.018113266
9296,11.02,28.80%,0.0013,3.17376,7.84624,0.010200112
9297,21.02,37.60%,0.0012,7.90352,13.11648,0.015739776
9298,22.26,4.23%,0.0004,0.941598,21.318402,0.008527361
9299,18.2,9.39%,0.0051,1.70898,16.49102,0.084104202
9300,6.26,11.68%,0.0061,0.731168,5.528832,0.033725875
9301,13.13,20.04%,0.003,2.631252,10.498748,0.031496244
9302,21.82,11.53%,0.0026,2.515846,19.304154,0.0501908
9303,0.01,14.22%,0.0028,0.001422,0.008578,2.40184E-05
9304,20.89,28.76%,0.0073,6.007964,14.882036,0.108638863
9305,15.84,35.44%,0.0002,5.613696,10.226304,0.002045261
9306,1.88,34.05%,0.0085,0.64014,1.23986,0.01053881
9307,3.65,8.00%,0.002,0.292,3.358,0.006716
9308,19.8,19.84%,0.0048,3.92832,15.87168,0.076184064
9309,18.86,24.73%,0.0058,4.664078,14.195922,0.082336348
9310,3.13,26.60%,0.0054,0.83258,2.29742,0.012406068
9311,14.38,35.19%,0.0088,5.060322,9.319678,0.082013166
9312,5.18,37.02%,0.0049,1.917636,3.262364,0.015985584
9313,1.46,1.54%,0.0019,0.022484,1.437516,0.00273128
9314,21.94,5.62%,0.0064,1.233028,20.706972,0.132524621
9315,1.69,17.20%,0.0038,0.29068,1.39932,0.005317416
9316,17.2,5.57%,0.0025,0.95804,16.24196,0.0406049
9317,7.38,5.55%,0.0066,0.40959,6.97041,0.046004706
9318,6.29,6.07%,0.0062,0.381803,5.908197,0.036630821
9319,11.45,27.97%,0.0059,3.202565,8.247435,0.048659867
9320,18.99,16.28%,0.0085,3.091572,15.898428,0.135136638
9321,14.97,25.07%,0.0007,3.752979,11.217021,0.007851915
9322,20.09,4.15%,0.0017,0.833735,19.256265,0.032735651
9323,13.87,23.80%,0.0084,3.30106,10.56894,0.088779096
9324,4.55,38.04%,0.0079,1.73082,2.81918,0.022271522
9325,17.89,6.73%,0.0093,1.203997,16.686003,0.155179828
9326,12.37,19.99%,0.0083,2.472763,9.897237,0.082147067
9327,12.27,31.38%,0.0029,3.850326,8.419674,0.024417055
9328,16.89,32.59%,0.0077,5.504451,11.385549,0.087668727
9329,12.57,23.62%,0.003,2.969034,9.600966,0.028802898
9330,19.12,37.14%,0.0001,7.101168,12.018832,0.001201883
9331,7.73,37.00%,0.0094,2.8601,4.8699,0.04577706
9332,6.27,25.97%,0.0059,1.628319,4.641681,0.027385918
9333,5.83,19.55%,0.0027,1.139765,4.690235,0.012663635
9334,22.66,15.52%,0.0067,3.516832,19.143168,0.128259226
9335,24.09,0.17%,0.0007,0.040953,24.049047,0.016834333
9336,14.08,11.07%,0.0072,1.558656,12.521344,0.090153677
9337,19.78,20.67%,0.0011,4.088526,15.691474,0.017260621
9338,24.99,18.59%,0.0087,4.645641,20.344359,0.176995923
9339,16.6,26.22%,0.0066,4.35252,12.24748,0.080833368
9340,21.38,31.03%,0.0075,6.634214,14.745786,0.110593395
9341,23.06,39.34%,0.0086,9.071804,13.988196,0.120298486
9342,0.16,33.67%,0.003,0.053872,0.106128,0.000318384
9343,13.24,4.65%,0.0079,0.61566,12.62434,0.099732286
9344,5.72,22.78%,0.0006,1.303016,4.416984,0.00265019
9345,17.36,34.14%,0.0024,5.926704,11.433296,0.02743991
9346,16.29,21.01%,0.0059,3.422529,12.867471,0.075918079
9347,24.89,12.23%,0.007,3.044047,21.845953,0.152921671
9348,19.07,3.20%,0.0066,0.61024,18.45976,0.121834416
9349,13.26,23.70%,0.0056,3.14262,10.11738,0.056657328
9350,3.62,28.35%,0.0097,1.02627,2.59373,0.025159181
9351,24.67,17.22%,0,4.248174,20.421826,0
9352,6.99,0.04%,0.0053,0.002796,6.987204,0.037032181
9353,17.57,2.63%,0.0061,0.462091,17.107909,0.104358245
9354,2.72,11.95%,0.009,0.32504,2.39496,0.02155464
9355,15.83,16.63%,0.0008,2.632529,13.197471,0.010557977
9356,15.06,6.93%,0.0055,1.043658,14.016342,0.077089881
9357,6.66,10.50%,0.009,0.6993,5.9607,0.0536463
9358,19.18,39.72%,0.0062,7.618296,11.561704,0.071682565
9359,11.74,30.50%,0.0056,3.5807,8.1593,0.04569208
9360,2.78,9.02%,0.0002,0.250756,2.529244,0.000505849
9361,11.08,23.61%,0.0029,2.615988,8.464012,0.024545635
9362,18.87,7.06%,0.004,1.332222,17.537778,0.070151112
9363,6.88,16.20%,0.0077,1.11456,5.76544,0.044393888
9364,21.75,31.45%,0.0061,6.840375,14.909625,0.090948713
9365,17.71,36.74%,0.0025,6.506654,11.203346,0.028008365
9366,7.62,24.61%,0.0028,1.875282,5.744718,0.01608521
9367,12.57,38.11%,0.0033,4.790427,7.779573,0.025672591
9368,17.98,5.67%,0.0053,1.019466,16.960534,0.08989083
9369,5.11,37.03%,0.0032,1.892233,3.217767,0.010296854
9370,15.6,37.21%,0.005,5.80476,9.79524,0.0489762
9371,9.47,29.17%,0.0029,2.762399,6.707601,0.019452043
9372,11.21,25.23%,0.0013,2.828283,8.381717,0.010896232
9373,8.41,20.52%,0.0008,1.725732,6.684268,0.005347414
9374,24.84,33.65%,0.0068,8.35866,16.48134,0.112073112
9375,0.43,22.13%,0.0029,0.095159,0.334841,0.000971039
9376,10.77,33.16%,0.0045,3.571332,7.198668,0.032394006
9377,9.07,33.30%,0.0024,3.02031,6.04969,0.014519256
9378,11.88,21.16%,0.0006,2.513808,9.366192,0.005619715
9379,12.52,17.04%,0.0055,2.133408,10.386592,0.057126256
9380,9.07,19.58%,0.0042,1.775906,7.294094,0.030635195
9381,24.48,23.56%,0.003,5.767488,18.712512,0.056137536
9382,21.94,38.25%,0.0057,8.39205,13.54795,0.077223315
9383,3.07,5.30%,0.0022,0.16271,2.90729,0.006396038
9384,3.86,26.14%,0.0005,1.009004,2.850996,0.001425498
9385,17.85,25.43%,0.0084,4.539255,13.310745,0.111810258
9386,8.2,7.54%,0.0062,0.61828,7.58172,0.047006664
9387,17.9,13.48%,0.0014,2.41292,15.48708,0.021681912
9388,2.66,34.04%,0.0074,0.905464,1.754536,0.012983566
9389,14.39,33.47%,0.0003,4.816333,9.573667,0.0028721
9390,19.5,2.26%,0.007,0.4407,19.0593,0.1334151
9391,10.68,37.93%,0.0086,4.050924,6.629076,0.057010054
9392,13.93,2.86%,0.0098,0.398398,13.531602,0.1326097
9393,20.8,33.90%,0.0068,7.0512,13.7488,0.09349184
9394,24.2,17.09%,0.0084,4.13578,20.06422,0.168539448
9395,10.08,21.65%,0.006,2.18232,7.89768,0.04738608
9396,2.84,34.51%,0.0088,0.980084,1.859916,0.016367261
9397,20.68,4.19%,0.0025,0.866492,19.813508,0.04953377
9398,13.11,34.25%,0.0062,4.490175,8.619825,0.053442915
9399,16.5,5.52%,0.001,0.9108,15.5892,0.0155892
9400,14.07,6.08%,0.0045,0.855456,13.214544,0.059465448
9401,7.86,18.49%,0.0077,1.453314,6.406686,0.049331482
9402,9.82,4.59%,0.0076,0.450738,9.369262,0.071206391
9403,16.64,38.19%,0.0053,6.354816,10.285184,0.054511475
9404,5.63,27.23%,0.0053,1.533049,4.096951,0.02171384
9405,13.2,2.84%,0.0008,0.37488,12.82512,0.010260096
9406,15.64,5.51%,0.0021,0.861764,14.778236,0.031034296
9407,16.09,22.77%,0.007,3.663693,12.426307,0.086984149
9408,19.41,18.84%,0.0023,3.656844,15.753156,0.036232259
9409,13,19.08%,0.0023,2.4804,10.5196,0.02419508
9410,11.18,39.99%,0.0079,4.470882,6.709118,0.053002032
9411,14.53,18.80%,0.0072,2.73164,11.79836,0.084948192
9412,17.31,30.86%,0.0056,5.341866,11.968134,0.06702155
9413,6.7,24.98%,0.0016,1.67366,5.02634,0.008042144
9414,5.87,19.08%,0,1.119996,4.750004,0
9415,0.04,17.17%,0.0006,0.006868,0.033132,1.98792E-05
9416,18.18,10.34%,0.0095,1.879812,16.300188,0.154851786
9417,9.95,34.53%,0.0034,3.435735,6.514265,0.022148501
9418,15.44,32.07%,0.0044,4.951608,10.488392,0.046148925
9419,22.92,11.69%,0.0059,2.679348,20.240652,0.119419847
9420,18.29,15.59%,0.0095,2.851411,15.438589,0.146666596
9421,8.74,18.16%,0.0003,1.587184,7.152816,0.002145845
9422,18.95,8.84%,0.0057,1.67518,17.27482,0.098466474
9423,13.58,22.54%,0.0051,3.060932,10.519068,0.053647247
9424,13.96,0.33%,0.0012,0.046068,13.913932,0.016696718
9425,22.34,1.42%,0.0027,0.317228,22.022772,0.059461484
9426,11.6,36.17%,0.0027,4.19572,7.40428,0.019991556
9427,15.24,1.26%,0.0069,0.192024,15.047976,0.103831034
9428,23.16,8.25%,0.005,1.9107,21.2493,0.1062465
9429,21.06,23.66%,0.0092,4.982796,16.077204,0.147910277
9430,23.57,34.53%,0.0067,8.138721,15.431279,0.103389569
9431,10.49,14.12%,0.0018,1.481188,9.008812,0.016215862
9432,21.04,26.66%,0.0003,5.609264,15.430736,0.004629221
9433,24.87,24.60%,0.0038,6.11802,18.75198,0.071257524
9434,14.77,31.63%,0.0067,4.671751,10.098249,0.067658268
9435,7.21,8.33%,0.0022,0.600593,6.609407,0.014540695
9436,1.06,36.99%,0.0058,0.392094,0.667906,0.003873855
9437,19.26,26.06%,0.001,5.019156,14.240844,0.014240844
9438,2.62,27.26%,0.0054,0.714212,1.905788,0.010291255
9439,23.76,7.34%,0.0086,1.743984,22.016016,0.189337738
9440,4.66,6.52%,0.0009,0.303832,4.356168,0.003920551
9441,23.35,4.25%,0.0073,0.992375,22.357625,0.163210663
9442,14.09,20.10%,0.008,2.83209,11.25791,0.09006328
9443,15.5,11.24%,0.0009,1.7422,13.7578,0.01238202
9444,17.35,1.29%,0.0031,0.223815,17.126185,0.053091174
9445,18.26,39.31%,0.0044,7.178006,11.081994,0.048760774
9446,3.16,27.03%,0.0083,0.854148,2.305852,0.019138572
9447,15.8,27.53%,0.0044,4.34974,11.45026,0.050381144
9448,16.89,1.79%,0.0014,0.302331,16.587669,0.023222737
9449,4.39,32.13%,0.0082,1.410507,2.979493,0.024431843
9450,9.55,13.38%,0.0007,1.27779,8.27221,0.005790547
9451,10.29,11.38%,0.0083,1.171002,9.118998,0.075687683
9452,17.9,21.83%,0.0094,3.90757,13.99243,0.131528842
9453,24.39,15.72%,0.0028,3.834108,20.555892,0.057556498
9454,9.99,36.05%,0.0058,3.601395,6.388605,0.037053909
9455,16.3,23.68%,0.0044,3.85984,12.44016,0.054736704
9456,16.05,38.86%,0.0015,6.23703,9.81297,0.014719455
9457,8.58,15.63%,0.0079,1.341054,7.238946,0.057187673
9458,4.6,38.85%,0.0024,1.7871,2.8129,0.00675096
9459,15.82,10.07%,0.0089,1.593074,14.226926,0.126619641
9460,19.03,23.89%,0.0057,4.546267,14.483733,0.082557278
9461,18.37,20.33%,0.0051,3.734621,14.635379,0.074640433
9462,14.08,14.88%,0.0091,2.095104,11.984896,0.109062554
9463,20.49,38.25%,0.0089,7.837425,12.652575,0.112607918
9464,13.07,14.87%,0.0014,1.943509,11.126491,0.015577087
9465,15.09,7.35%,0.0062,1.109115,13.980885,0.086681487
9466,24.3,25.75%,0.0002,6.25725,18.04275,0.00360855
9467,8.57,27.14%,0.0011,2.325898,6.244102,0.006868512
9468,14.22,31.25%,0.0074,4.44375,9.77625,0.07234425
9469,13.63,1.30%,0.0007,0.17719,13.45281,0.009416967
9470,6.25,16.06%,0.0084,1.00375,5.24625,0.0440685
9471,8.14,21.01%,0.0069,1.710214,6.429786,0.044365523
9472,21.25,37.95%,0.0002,8.064375,13.185625,0.002637125
9473,2.32,38.98%,0.0024,0.904336,1.415664,0.003397594
9474,3.48,31.30%,0.0026,1.08924,2.39076,0.006215976
9475,9.33,31.89%,0.0095,2.975337,6.354663,0.060369299
9476,21.05,14.34%,0.0051,3.01857,18.03143,0.091960293
9477,12.72,37.61%,0.0095,4.783992,7.936008,0.075392076
9478,20.11,21.64%,0.01,4.351804,15.758196,0.15758196
9479,14.61,27.89%,0.0011,4.074729,10.535271,0.011588798
9480,21.64,19.53%,0.001,4.226292,17.413708,0.017413708
9481,19.25,17.65%,0.0091,3.397625,15.852375,0.144256613
9482,3.35,9.84%,0.0048,0.32964,3.02036,0.014497728
9483,16.35,9.33%,0.0046,1.525455,14.824545,0.068192907
9484,12.3,23.59%,0.0002,2.90157,9.39843,0.001879686
9485,3.41,2.91%,0.0011,0.099231,3.310769,0.003641846
9486,5.57,39.29%,0.0065,2.188453,3.381547,0.021980056
9487,13.79,38.14%,0.0026,5.259506,8.530494,0.022179284
9488,19.62,0.62%,0.0015,0.121644,19.498356,0.029247534
9489,16.8,5.55%,0.0025,0.9324,15.8676,0.039669
9490,21.48,17.59%,0.0084,3.778332,17.701668,0.148694011
9491,18.52,37.16%,0.0063,6.882032,11.637968,0.073319198
9492,14.06,8.58%,0.0084,1.206348,12.853652,0.107970677
9493,9.23,12.93%,0.006,1.193439,8.036561,0.048219366
9494,23.73,0.59%,0.0046,0.140007,23.589993,0.108513968
9495,9.2,37.26%,0.0081,3.42792,5.77208,0.046753848
9496,21.02,13.30%,0.002,2.79566,18.22434,0.03644868
9497,19.69,24.65%,0.0043,4.853585,14.836415,0.063796585
9498,11.79,23.11%,0.0096,2.724669,9.065331,0.087027178
9499,24.14,27.91%,0.0041,6.737474,17.402526,0.071350357
9500,7.51,2.78%,0.0052,0.208778,7.301222,0.037966354
9501,8.18,13.30%,0.0095,1.08794,7.09206,0.06737457
9502,20.38,18.82%,0.0018,3.835516,16.544484,0.029780071
9503,5.71,31.01%,0.0078,1.770671,3.939329,0.030726766
9504,10.1,4.22%,0.0092,0.42622,9.67378,0.088998776
9505,4.66,26.04%,0.0089,1.213464,3.446536,0.03067417
9506,17.12,17.77%,0.0086,3.042224,14.077776,0.121068874
9507,7.94,9.42%,0.0075,0.747948,7.192052,0.05394039
9508,7.78,28.42%,0.0014,2.211076,5.568924,0.007796494
9509,12.42,34.89%,0.003,4.333338,8.086662,0.024259986
9510,17.4,33.99%,0.0005,5.91426,11.48574,0.00574287
9511,20.07,10.61%,0.0096,2.129427,17.940573,0.172229501
9512,4.54,6.60%,0.0014,0.29964,4.24036,0.005936504
9513,14.15,35.51%,0.0085,5.024665,9.125335,0.077565348
9514,17.2,3.56%,0.0077,0.61232,16.58768,0.127725136
9515,3.69,2.66%,0.0071,0.098154,3.591846,0.025502107
9516,11.91,28.06%,0.0067,3.341946,8.568054,0.057405962
9517,7.89,34.18%,0.0056,2.696802,5.193198,0.029081909
9518,1.53,18.87%,0.0014,0.288711,1.241289,0.001737805
9519,15.63,7.93%,0.0023,1.239459,14.390541,0.033098244
9520,4.07,16.81%,0.0046,0.684167,3.385833,0.015574832
9521,22.76,16.76%,0.0011,3.814576,18.945424,0.020839966
9522,18.06,18.81%,0.0068,3.397086,14.662914,0.099707815
9523,20.36,37.02%,0.0066,7.537272,12.822728,0.084630005
9524,19.95,28.76%,0.0026,5.73762,14.21238,0.036952188
9525,10,35.24%,0.0009,3.524,6.476,0.0058284
9526,12.16,34.68%,0.0098,4.217088,7.942912,0.077840538
9527,1.52,34.30%,0.003,0.52136,0.99864,0.00299592
9528,20.07,11.87%,0.0083,2.382309,17.687691,0.146807835
9529,3.89,24.93%,0.0053,0.969777,2.920223,0.015477182
9530,6.66,16.92%,0.0023,1.126872,5.533128,0.012726194
9531,2.59,31.50%,0.0064,0.81585,1.77415,0.01135456
9532,15.14,29.45%,0.0079,4.45873,10.68127,0.084382033
9533,7.94,31.82%,0.0008,2.526508,5.413492,0.004330794
9534,17.13,6.15%,0.0061,1.053495,16.076505,0.098066681
9535,0.98,22.91%,0.0029,0.224518,0.755482,0.002190898
9536,7.8,13.22%,0.0034,1.03116,6.76884,0.023014056
9537,19.98,30.72%,0.0058,6.137856,13.842144,0.080284435
9538,6.67,21.07%,0.0036,1.405369,5.264631,0.018952672
9539,24.4,5.01%,0.0055,1.22244,23.17756,0.12747658
9540,18.76,35.25%,0.0081,6.6129,12.1471,0.09839151
9541,22.57,12.57%,0.0039,2.837049,19.732951,0.076958509
9542,1.39,22.19%,0.002,0.308441,1.081559,0.002163118
9543,7.4,36.91%,0.0034,2.73134,4.66866,0.015873444
9544,13.71,33.71%,0.0063,4.621641,9.088359,0.057256662
9545,3.89,18.17%,0.0026,0.706813,3.183187,0.008276286
9546,13.72,8.55%,0.0073,1.17306,12.54694,0.091592662
9547,6.16,29.18%,0.0062,1.797488,4.362512,0.027047574
9548,9.2,35.16%,0.0051,3.23472,5.96528,0.030422928
9549,9.4,39.15%,0.0002,3.6801,5.7199,0.00114398
9550,24.79,15.91%,0.0015,3.944089,20.845911,0.031268867
9551,19.57,31.98%,0.004,6.258486,13.311514,0.053246056
9552,22.33,12.47%,0.0082,2.784551,19.545449,0.160272682
9553,3.3,11.06%,0.004,0.36498,2.93502,0.01174008
9554,11.93,3.33%,0.0008,0.397269,11.532731,0.009226185
9555,14.84,25.37%,0.0098,3.764908,11.075092,0.108535902
9556,16.9,27.14%,0.0053,4.58666,12.31334,0.065260702
9557,4.06,39.72%,0.0069,1.612632,2.447368,0.016886839
9558,5.7,29.34%,0.0094,1.67238,4.02762,0.037859628
9559,4.01,18.61%,0.0012,0.746261,3.263739,0.003916487
9560,24.62,7.31%,0.0093,1.799722,22.820278,0.212228585
9561,11.74,4.26%,0.0061,0.500124,11.239876,0.068563244
9562,21.37,38.73%,0.0061,8.276601,13.093399,0.079869734
9563,3.26,34.72%,0.0061,1.131872,2.128128,0.012981581
9564,1.31,32.42%,0.0057,0.424702,0.885298,0.005046199
9565,3.46,32.95%,0.0065,1.14007,2.31993,0.015079545
9566,24.11,37.39%,0.0071,9.014729,15.095271,0.107176424
9567,19.83,22.00%,0.003,4.3626,15.4674,0.0464022
9568,1.95,24.31%,0.0097,0.474045,1.475955,0.014316764
9569,11.83,5.92%,0.0054,0.700336,11.129664,0.060100186
9570,17.88,5.83%,0.0046,1.042404,16.837596,0.077452942
9571,14.84,39.40%,0.0001,5.84696,8.99304,0.000899304
9572,16.24,37.86%,0.0065,6.148464,10.091536,0.065594984
9573,6.1,20.92%,0.009,1.27612,4.82388,0.04341492
9574,12.43,33.13%,0.0064,4.118059,8.311941,0.053196422
9575,5.05,37.03%,0.0003,1.870015,3.179985,0.000953996
9576,17.79,19.62%,0.0068,3.490398,14.299602,0.097237294
9577,1.97,3.37%,0.0098,0.066389,1.903611,0.018655388
9578,17.04,27.82%,0.0038,4.740528,12.299472,0.046737994
9579,22.09,3.07%,0.0001,0.678163,21.411837,0.002141184
9580,3.87,16.79%,0.0067,0.649773,3.220227,0.021575521
9581,10.32,5.99%,0.0022,0.618168,9.701832,0.02134403
9582,5.63,12.48%,0.0028,0.702624,4.927376,0.013796653
9583,2.48,29.71%,0.0097,0.736808,1.743192,0.016908962
9584,15.59,4.30%,0.0073,0.67037,14.91963,0.108913299
9585,11.85,6.10%,0.0071,0.72285,11.12715,0.079002765
9586,2.47,36.86%,0.0069,0.910442,1.559558,0.01076095
9587,9.14,36.30%,0.0078,3.31782,5.82218,0.045413004
9588,3.68,5.17%,0.0043,0.190256,3.489744,0.015005899
9589,4.48,12.37%,0.0071,0.554176,3.925824,0.02787335
9590,2.85,12.03%,0.0072,0.342855,2.507145,0.018051444
9591,19.89,4.38%,0.0099,0.871182,19.018818,0.188286298
9592,7.67,36.64%,0.0048,2.810288,4.859712,0.023326618
9593,21.41,13.49%,0.0064,2.888209,18.521791,0.118539462
9594,12.49,5.03%,0.0032,0.628247,11.861753,0.03795761
9595,3.96,10.56%,0.0051,0.418176,3.541824,0.018063302
9596,1.74,23.74%,0.0069,0.413076,1.326924,0.009155776
9597,8.53,0.22%,0.0009,0.018766,8.511234,0.007660111
9598,6.08,28.59%,0.0063,1.738272,4.341728,0.027352886
9599,4.77,37.05%,0.0017,1.767285,3.002715,0.005104616
9600,4.95,10.27%,0.0079,0.508365,4.441635,0.035088917
